,split,goldblue,goldred,bTowers,rTowers,bKills,rKills,bResult,rResult
348,"4186    2018-1
Name: split, dtype: object",69712,56256,8,2,14,7,1,0
349,"4198    2018-1
Name: split, dtype: object",65704,52435,10,2,15,7,1,0
350,"4210    2018-1
Name: split, dtype: object",61390,48716,7,2,11,3,1,0
351,"4222    2018-1
Name: split, dtype: object",82278,75074,11,5,13,6,1,0
352,"4234    2018-1
Name: split, dtype: object",57178,46741,11,5,8,3,1,0
353,"4246    2018-1
Name: split, dtype: object",59534,70984,2,11,5,14,0,1
354,"4258    2018-1
Name: split, dtype: object",75237,61601,11,1,20,7,1,0
355,"4270    2018-1
Name: split, dtype: object",61699,50096,9,2,24,8,1,0
356,"4282    2018-1
Name: split, dtype: object",63059,53896,9,2,13,7,1,0
357,"4294    2018-1
Name: split, dtype: object",61577,53141,8,4,9,5,1,0
358,"4306    2018-1
Name: split, dtype: object",62024,49185,9,2,13,1,1,0
359,"4318    2018-1
Name: split, dtype: object",86005,103657,3,11,10,16,0,1
360,"4330    2018-1
Name: split, dtype: object",76493,56635,11,0,14,6,1,0
361,"4342    2018-1
Name: split, dtype: object",76775,63101,11,0,17,13,1,0
362,"4354    2018-1
Name: split, dtype: object",62033,78687,2,11,5,13,0,1
363,"4366    2018-1
Name: split, dtype: object",139556,140842,6,11,15,14,0,1
364,"4378    2018-1
Name: split, dtype: object",51859,60409,2,7,6,8,0,1
365,"4390    2018-1
Name: split, dtype: object",51142,68332,0,11,3,12,0,1
366,"4402    2018-1
Name: split, dtype: object",73987,59880,10,2,18,7,1,0
367,"4414    2018-1
Name: split, dtype: object",70944,60765,11,1,11,7,1,0
368,"4426    2018-1
Name: split, dtype: object",48266,64936,0,9,2,13,0,1
369,"4438    2018-1
Name: split, dtype: object",62974,60375,7,4,16,2,1,0
370,"4450    2018-1
Name: split, dtype: object",51491,35929,9,1,14,6,1,0
371,"4462    2018-1
Name: split, dtype: object",88504,80328,11,3,12,6,1,0
372,"4474    2018-1
Name: split, dtype: object",55862,63891,2,11,10,13,0,1
373,"4486    2018-1
Name: split, dtype: object",82111,94313,6,11,3,6,0,1
374,"4498    2018-1
Name: split, dtype: object",84691,69155,11,1,7,4,1,0
375,"4510    2018-1
Name: split, dtype: object",71793,74097,5,7,10,9,0,1
376,"4522    2018-1
Name: split, dtype: object",48006,34399,9,0,7,1,1,0
377,"4534    2018-1
Name: split, dtype: object",60420,44328,11,1,13,1,1,0
378,"4546    2018-1
Name: split, dtype: object",57039,70933,1,11,3,12,0,1
379,"4558    2018-1
Name: split, dtype: object",62244,74592,4,10,6,16,0,1
380,"4570    2018-1
Name: split, dtype: object",55512,72423,2,11,4,16,0,1
381,"4582    2018-1
Name: split, dtype: object",70553,56116,9,2,13,3,1,0
382,"4594    2018-1
Name: split, dtype: object",88983,88276,8,11,9,14,0,1
383,"4606    2018-1
Name: split, dtype: object",81981,72142,9,1,12,11,1,0
384,"4618    2018-1
Name: split, dtype: object",57479,43039,10,0,16,5,1,0
385,"4630    2018-1
Name: split, dtype: object",54856,65866,2,10,0,6,0,1
386,"4642    2018-1
Name: split, dtype: object",61659,74461,1,9,4,11,0,1
387,"4654    2018-1
Name: split, dtype: object",75795,76010,8,5,13,8,1,0
388,"4666    2018-1
Name: split, dtype: object",77280,77007,6,5,12,12,1,0
389,"4678    2018-1
Name: split, dtype: object",61859,47329,11,1,12,2,1,0
390,"4690    2018-1
Name: split, dtype: object",71186,60825,8,2,14,10,1,0
391,"4702    2018-1
Name: split, dtype: object",73201,71088,8,8,20,13,1,0
392,"4714    2018-1
Name: split, dtype: object",62379,74580,3,10,4,11,0,1
393,"4726    2018-1
Name: split, dtype: object",58954,48753,7,2,12,1,1,0
394,"4738    2018-1
Name: split, dtype: object",75384,61403,11,4,18,9,1,0
395,"4750    2018-1
Name: split, dtype: object",48719,63472,2,9,4,14,0,1
396,"4762    2018-1
Name: split, dtype: object",65424,84610,1,10,4,17,0,1
397,"4774    2018-1
Name: split, dtype: object",59488,66738,5,11,9,13,0,1
398,"4786    2018-1
Name: split, dtype: object",54717,70767,0,11,3,12,0,1
399,"4798    2018-1
Name: split, dtype: object",122273,120145,11,9,15,15,1,0
400,"4810    2018-1
Name: split, dtype: object",53541,38091,11,1,17,4,1,0
401,"4822    2018-1
Name: split, dtype: object",67186,59283,8,3,13,5,1,0
402,"4834    2018-1
Name: split, dtype: object",53027,69144,0,11,8,13,0,1
403,"4846    2018-1
Name: split, dtype: object",89609,86342,9,5,21,14,1,0
404,"4858    2018-1
Name: split, dtype: object",55205,62170,2,7,0,8,0,1
405,"4870    2018-1
Name: split, dtype: object",127385,132329,9,10,6,14,0,1
406,"4882    2018-1
Name: split, dtype: object",69457,72025,6,4,13,8,1,0
407,"4894    2018-1
Name: split, dtype: object",65278,59920,8,6,16,11,1,0
408,"4906    2018-1
Name: split, dtype: object",107457,104071,8,9,18,17,1,0
409,"4918    2018-1
Name: split, dtype: object",63831,82381,0,11,8,14,0,1
410,"4930    2018-1
Name: split, dtype: object",62856,46055,11,2,16,1,1,0
411,"4942    2018-1
Name: split, dtype: object",65415,46891,11,0,11,0,1,0
412,"4954    2018-1
Name: split, dtype: object",63198,51514,9,2,14,4,1,0
413,"4966    2018-1
Name: split, dtype: object",76062,60377,10,3,12,10,1,0
414,"4978    2018-1
Name: split, dtype: object",61768,47993,9,1,14,5,1,0
415,"4990    2018-1
Name: split, dtype: object",60538,74586,3,11,3,8,0,1
416,"5002    2018-1
Name: split, dtype: object",61546,48314,10,3,16,5,1,0
417,"5014    2018-1
Name: split, dtype: object",73260,58371,11,1,21,6,1,0
418,"5026    2018-1
Name: split, dtype: object",53026,37283,11,1,15,3,1,0
419,"5038    2018-1
Name: split, dtype: object",76960,67235,10,3,18,9,1,0
420,"5050    2018-1
Name: split, dtype: object",115216,118984,9,6,26,28,1,0
421,"5062    2018-1
Name: split, dtype: object",93150,101709,5,10,6,12,0,1
422,"5074    2018-1
Name: split, dtype: object",54241,67366,2,9,5,13,0,1
423,"5086    2018-1
Name: split, dtype: object",47417,58615,2,10,5,18,0,1
424,"5098    2018-1
Name: split, dtype: object",97255,102844,8,8,11,12,0,1
425,"5110    2018-1
Name: split, dtype: object",47347,62547,0,11,2,12,0,1
426,"5122    2018-1
Name: split, dtype: object",66511,56623,11,3,13,7,1,0
427,"5134    2018-1
Name: split, dtype: object",56718,70769,4,8,2,12,0,1
428,"5146    2018-1
Name: split, dtype: object",67026,57023,10,2,14,13,1,0
429,"5158    2018-1
Name: split, dtype: object",72303,68358,8,4,13,8,1,0
430,"5170    2018-1
Name: split, dtype: object",57372,73073,1,10,5,11,0,1
431,"5182    2018-1
Name: split, dtype: object",66571,51244,11,2,13,5,1,0
432,"5194    2018-1
Name: split, dtype: object",73831,83370,5,8,7,15,0,1
433,"5206    2018-1
Name: split, dtype: object",49142,59551,3,7,6,11,0,1
434,"5218    2018-1
Name: split, dtype: object",42912,53440,0,7,2,12,0,1
435,"5230    2018-1
Name: split, dtype: object",62955,62159,9,7,10,14,0,1
436,"5242    2018-1
Name: split, dtype: object",79625,69881,9,2,11,7,1,0
437,"5254    2018-1
Name: split, dtype: object",93526,95144,9,8,12,15,1,0
438,"5266    2018-1
Name: split, dtype: object",62897,47030,11,0,7,0,1,0
439,"5278    2018-1
Name: split, dtype: object",74286,63850,11,2,11,4,1,0
440,"5290    2018-1
Name: split, dtype: object",88975,86072,9,7,14,13,1,0
441,"5302    2018-1
Name: split, dtype: object",61772,50562,9,2,12,1,1,0
442,"5314    2018-1
Name: split, dtype: object",72873,59312,11,2,23,17,1,0
443,"5326    2018-1
Name: split, dtype: object",67179,53807,9,2,17,4,1,0
444,"5338    2018-1
Name: split, dtype: object",45803,64439,1,10,8,21,0,1
445,"5350    2018-1
Name: split, dtype: object",36517,48214,1,8,3,14,0,1
446,"5362    2018-1
Name: split, dtype: object",61405,70439,3,11,18,19,0,1
447,"5374    2018-1
Name: split, dtype: object",54441,74474,1,11,4,18,0,1
448,"5386    2018-1
Name: split, dtype: object",43216,31066,9,1,12,1,1,0
449,"5398    2018-1
Name: split, dtype: object",56542,39945,10,1,25,5,1,0
450,"5410    2018-1
Name: split, dtype: object",59604,44976,8,1,13,5,1,0
451,"5422    2018-1
Name: split, dtype: object",39063,51114,0,7,3,12,0,1
452,"5434    2018-1
Name: split, dtype: object",42928,63603,0,11,4,19,0,1
453,"5446    2018-1
Name: split, dtype: object",91117,75508,11,3,18,8,1,0
454,"5458    2018-1
Name: split, dtype: object",43174,55332,1,11,1,8,0,1
455,"5470    2018-1
Name: split, dtype: object",62751,68714,5,7,10,17,0,1
456,"5482    2018-1
Name: split, dtype: object",65347,52188,8,1,11,4,1,0
457,"5494    2018-1
Name: split, dtype: object",66344,51503,11,0,11,0,1,0
458,"5506    2018-1
Name: split, dtype: object",54808,66492,4,9,5,10,0,1
459,"5518    2018-1
Name: split, dtype: object",67730,54308,10,3,22,11,1,0
460,"5530    2018-1
Name: split, dtype: object",59484,62282,4,11,8,10,0,1
461,"5542    2018-1
Name: split, dtype: object",59495,65781,3,7,2,11,0,1
462,"5554    2018-1
Name: split, dtype: object",63843,68468,5,10,6,14,0,1
463,"5566    2018-1
Name: split, dtype: object",81950,70019,10,3,13,7,1,0
464,"5578    2018-1
Name: split, dtype: object",86680,97480,5,11,8,19,0,1
465,"5590    2018-1
Name: split, dtype: object",73193,58655,9,3,13,3,1,0
466,"5602    2018-1
Name: split, dtype: object",64210,58565,11,5,18,8,1,0
467,"5614    2018-1
Name: split, dtype: object",42727,51397,5,9,2,7,0,1
468,"5626    2018-1
Name: split, dtype: object",68581,53862,11,2,17,8,1,0
469,"5638    2018-1
Name: split, dtype: object",87643,73803,11,4,19,14,1,0
470,"5650    2018-1
Name: split, dtype: object",58753,70543,3,11,6,13,0,1
471,"5662    2018-1
Name: split, dtype: object",79453,86924,6,8,12,18,0,1
472,"5674    2018-1
Name: split, dtype: object",64568,75289,3,8,8,13,0,1
473,"5686    2018-1
Name: split, dtype: object",69509,72337,9,7,10,21,0,1
474,"5698    2018-1
Name: split, dtype: object",59617,69379,3,11,8,17,0,1
475,"5710    2018-1
Name: split, dtype: object",58909,68202,3,10,6,13,0,1
476,"5722    2018-1
Name: split, dtype: object",80563,69227,11,4,17,11,1,0
477,"5734    2018-1
Name: split, dtype: object",64445,47674,9,1,15,5,1,0
478,"5746    2018-1
Name: split, dtype: object",72340,64844,10,2,12,4,1,0
479,"5758    2018-1
Name: split, dtype: object",67264,55984,10,3,20,15,1,0
480,"5770    2018-1
Name: split, dtype: object",50018,62473,2,9,2,8,0,1
481,"5782    2018-1
Name: split, dtype: object",86224,72321,9,5,25,13,1,0
482,"5794    2018-1
Name: split, dtype: object",57691,45447,10,2,15,5,1,0
483,"5806    2018-1
Name: split, dtype: object",73430,83222,4,11,9,20,0,1
484,"5818    2018-1
Name: split, dtype: object",68206,81204,1,10,7,8,0,1
485,"5830    2018-1
Name: split, dtype: object",68158,56046,11,3,11,6,1,0
486,"5842    2018-1
Name: split, dtype: object",66529,52177,11,2,14,5,1,0
487,"5854    2018-1
Name: split, dtype: object",73007,58558,10,2,10,2,1,0
488,"5866    2018-1
Name: split, dtype: object",75456,59271,10,2,15,6,1,0
489,"5878    2018-1
Name: split, dtype: object",81088,65181,11,1,10,1,1,0
490,"5890    2018-1
Name: split, dtype: object",97983,83942,11,6,18,10,1,0
491,"5902    2018-1
Name: split, dtype: object",65822,56807,9,3,16,6,1,0
492,"5914    2018-1
Name: split, dtype: object",94619,90462,10,5,15,14,1,0
493,"5926    2018-1
Name: split, dtype: object",96313,87208,10,7,11,15,1,0
494,"5938    2018-1
Name: split, dtype: object",50607,35060,11,1,13,4,1,0
495,"5950    2018-1
Name: split, dtype: object",64036,47068,11,1,15,5,1,0
496,"5962    2018-1
Name: split, dtype: object",70153,82154,5,10,9,20,0,1
497,"5974    2018-1
Name: split, dtype: object",63043,58938,9,3,11,9,1,0
498,"5986    2018-1
Name: split, dtype: object",72442,82314,3,11,10,4,0,1
499,"5998    2018-1
Name: split, dtype: object",66019,74731,5,9,10,20,0,1
500,"6010    2018-1
Name: split, dtype: object",65313,54726,10,0,11,6,1,0
501,"6022    2018-1
Name: split, dtype: object",62580,52253,8,1,14,7,1,0
502,"6034    2018-1
Name: split, dtype: object",53640,39653,11,2,11,4,1,0
503,"6046    2018-1
Name: split, dtype: object",76022,80291,3,10,20,14,0,1
504,"6058    2018-1
Name: split, dtype: object",53956,40251,10,1,13,4,1,0
505,"6070    2018-1
Name: split, dtype: object",37811,52841,1,10,2,14,0,1
506,"6082    2018-1
Name: split, dtype: object",92569,97882,8,7,18,17,1,0
507,"6094    2018-1
Name: split, dtype: object",48203,60665,3,10,3,14,0,1
508,"6106    2018-1
Name: split, dtype: object",62331,46859,10,0,15,4,1,0
509,"6118    2018-1
Name: split, dtype: object",87972,76911,11,3,24,15,1,0
510,"6130    2018-1
Name: split, dtype: object",55910,42859,11,1,8,3,1,0
511,"6142    2018-1
Name: split, dtype: object",72872,83205,1,11,2,8,0,1
512,"6154    2018-1
Name: split, dtype: object",91545,75814,11,3,14,4,1,0
513,"6166    2018-1
Name: split, dtype: object",51623,68396,0,11,2,13,0,1
514,"6178    2018-1
Name: split, dtype: object",73921,59349,11,0,13,4,1,0
515,"6190    2018-1
Name: split, dtype: object",54346,71307,0,11,3,13,0,1
516,"6202    2018-1
Name: split, dtype: object",74543,59373,11,0,14,7,1,0
517,"6214    2018-1
Name: split, dtype: object",58671,44967,11,2,16,2,1,0
518,"6226    2018-1
Name: split, dtype: object",76845,87673,7,9,5,11,0,1
519,"6238    2018-1
Name: split, dtype: object",74335,62593,9,2,18,7,1,0
520,"6250    2018-1
Name: split, dtype: object",53235,65896,3,9,2,12,0,1
521,"6262    2018-1
Name: split, dtype: object",57184,48396,7,1,11,7,1,0
522,"6274    2018-1
Name: split, dtype: object",54272,72232,3,9,2,14,0,1
523,"6286    2018-1
Name: split, dtype: object",59487,69610,3,11,6,13,0,1
524,"6298    2018-1
Name: split, dtype: object",45786,34761,7,0,11,4,1,0
525,"6310    2018-1
Name: split, dtype: object",52287,59400,3,7,8,15,0,1
526,"6322    2018-1
Name: split, dtype: object",52013,37318,9,0,12,4,1,0
527,"6334    2018-1
Name: split, dtype: object",79655,88283,3,9,17,17,0,1
528,"6346    2018-1
Name: split, dtype: object",63390,80687,1,11,3,10,0,1
529,"6358    2018-1
Name: split, dtype: object",75845,60751,10,3,18,7,1,0
530,"6370    2018-1
Name: split, dtype: object",47410,61634,2,9,8,16,0,1
531,"6382    2018-1
Name: split, dtype: object",66146,62769,9,7,8,5,1,0
532,"6394    2018-1
Name: split, dtype: object",89382,82630,9,5,15,12,1,0
533,"6406    2018-1
Name: split, dtype: object",94059,95605,7,10,13,17,1,0
534,"6418    2018-1
Name: split, dtype: object",63174,57383,8,4,7,6,1,0
535,"6430    2018-1
Name: split, dtype: object",76766,73778,6,6,6,10,0,1
536,"6442    2018-1
Name: split, dtype: object",70121,59990,8,3,22,8,1,0
537,"6454    2018-1
Name: split, dtype: object",57225,44906,11,1,13,6,1,0
538,"6466    2018-1
Name: split, dtype: object",63534,46172,11,0,14,5,1,0
539,"6478    2018-1
Name: split, dtype: object",49406,65299,1,11,7,14,0,1
540,"6490    2018-1
Name: split, dtype: object",52101,65016,1,11,9,16,0,1
541,"6502    2018-1
Name: split, dtype: object",68018,53982,11,3,14,3,1,0
542,"6514    2018-1
Name: split, dtype: object",53238,62203,3,7,7,18,0,1
543,"6526    2018-1
Name: split, dtype: object",45583,52301,6,9,1,7,0,1
544,"6538    2018-1
Name: split, dtype: object",66568,56327,8,2,19,8,1,0
545,"6550    2018-1
Name: split, dtype: object",67859,67595,8,7,10,9,0,1
546,"6562    2018-1
Name: split, dtype: object",53173,64938,2,11,5,9,0,1
547,"6574    2018-1
Name: split, dtype: object",106869,101835,11,6,12,3,1,0
548,"6586    2018-1
Name: split, dtype: object",61099,43609,10,0,6,0,1,0
549,"6598    2018-1
Name: split, dtype: object",112276,103704,11,5,8,9,1,0
550,"6610    2018-1
Name: split, dtype: object",55527,66947,2,9,10,13,0,1
551,"6622    2018-1
Name: split, dtype: object",75171,59395,9,2,13,9,1,0
552,"6634    2018-1
Name: split, dtype: object",52979,67233,2,8,5,16,0,1
553,"6646    2018-1
Name: split, dtype: object",55061,43330,10,3,10,2,1,0
554,"6658    2018-1
Name: split, dtype: object",82259,78424,5,5,9,9,0,1
555,"6670    2018-1
Name: split, dtype: object",75377,90071,4,9,5,13,0,1
556,"6682    2018-1
Name: split, dtype: object",69295,53811,11,0,11,5,1,0
557,"6694    2018-1
Name: split, dtype: object",71217,84058,5,11,6,16,0,1
558,"6706    2018-1
Name: split, dtype: object",70415,83968,4,9,9,11,0,1
559,"6718    2018-1
Name: split, dtype: object",50838,63255,2,9,1,11,0,1
560,"6730    2018-1
Name: split, dtype: object",72789,57435,11,0,7,0,1,0
561,"6742    2018-1
Name: split, dtype: object",63733,78738,1,10,7,9,0,1
562,"6754    2018-1
Name: split, dtype: object",60769,70070,2,10,11,16,0,1
563,"6766    2018-1
Name: split, dtype: object",68412,54797,10,0,16,10,1,0
564,"6778    2018-1
Name: split, dtype: object",63691,57378,7,4,8,6,1,0
565,"6790    2018-1
Name: split, dtype: object",54758,61762,4,10,4,8,0,1
566,"6802    2018-1
Name: split, dtype: object",72785,82084,6,9,9,15,0,1
567,"6814    2018-1
Name: split, dtype: object",69298,81974,1,10,7,21,0,1
568,"6826    2018-1
Name: split, dtype: object",56412,77444,0,9,6,19,0,1
569,"6838    2018-1
Name: split, dtype: object",65396,56212,9,3,14,6,1,0
570,"6850    2018-1
Name: split, dtype: object",48372,63644,0,10,2,9,0,1
571,"6862    2018-1
Name: split, dtype: object",73347,59371,11,2,17,10,1,0
572,"6874    2018-1
Name: split, dtype: object",90010,79792,10,2,20,18,1,0
573,"6886    2018-1
Name: split, dtype: object",79220,66276,11,1,18,12,1,0
574,"6898    2018-1
Name: split, dtype: object",42560,61145,0,9,4,17,0,1
575,"6910    2018-1
Name: split, dtype: object",56179,41697,10,2,16,2,1,0
576,"6922    2018-1
Name: split, dtype: object",79117,69744,11,3,17,9,1,0
577,"6934    2018-1
Name: split, dtype: object",43102,57876,1,11,0,11,0,1
578,"6946    2018-1
Name: split, dtype: object",31841,50451,0,9,2,14,0,1
579,"6958    2018-1
Name: split, dtype: object",52511,66453,1,9,11,20,0,1
580,"6970    2018-1
Name: split, dtype: object",73444,79748,5,10,16,19,0,1
581,"6982    2018-1
Name: split, dtype: object",52209,37900,11,0,9,3,1,0
582,"6994    2018-1
Name: split, dtype: object",64862,50104,10,2,17,9,1,0
583,"7006    2018-1
Name: split, dtype: object",49001,36574,9,1,12,1,1,0
584,"7018    2018-1
Name: split, dtype: object",42221,58412,0,11,6,21,0,1
585,"7030    2018-1
Name: split, dtype: object",57183,40920,10,1,32,15,1,0
586,"7042    2018-1
Name: split, dtype: object",60067,49150,7,1,12,4,1,0
587,"7054    2018-1
Name: split, dtype: object",58832,44008,9,1,11,2,1,0
588,"7066    2018-1
Name: split, dtype: object",43540,54080,4,9,10,20,0,1
589,"7078    2018-1
Name: split, dtype: object",60372,68937,3,7,3,17,0,1
590,"7090    2018-1
Name: split, dtype: object",75809,65751,8,6,16,2,1,0
591,"7102    2018-1
Name: split, dtype: object",72086,60917,10,3,14,7,1,0
592,"7114    2018-1
Name: split, dtype: object",68222,56015,11,2,10,1,1,0
593,"7126    2018-1
Name: split, dtype: object",58559,57259,9,3,12,8,1,0
594,"7138    2018-1
Name: split, dtype: object",77364,64562,11,2,12,9,1,0
595,"7150    2018-1
Name: split, dtype: object",85370,76462,11,3,13,9,1,0
596,"7162    2018-1
Name: split, dtype: object",75254,66001,8,2,10,5,1,0
597,"7174    2018-1
Name: split, dtype: object",50330,69122,1,10,1,10,0,1
598,"7186    2018-1
Name: split, dtype: object",48242,60916,0,10,3,9,0,1
599,"7198    2018-1
Name: split, dtype: object",60801,46103,11,0,15,5,1,0
600,"7210    2018-1
Name: split, dtype: object",88810,92331,8,10,11,18,0,1
601,"7222    2018-1
Name: split, dtype: object",109962,99572,10,5,21,9,1,0
602,"7234    2018-1
Name: split, dtype: object",77424,64374,9,3,14,8,1,0
603,"7246    2018-1
Name: split, dtype: object",40181,56475,0,9,3,25,0,1
604,"7258    2018-1
Name: split, dtype: object",70049,58146,8,1,13,0,1,0
605,"7270    2018-1
Name: split, dtype: object",84236,71459,9,1,13,4,1,0
606,"7282    2018-1
Name: split, dtype: object",77306,65092,11,4,13,5,1,0
607,"7294    2018-1
Name: split, dtype: object",55370,37706,9,0,10,2,1,0
608,"7306    2018-1
Name: split, dtype: object",46989,65617,1,10,5,17,0,1
609,"7318    2018-1
Name: split, dtype: object",64274,49434,11,0,11,4,1,0
610,"7330    2018-1
Name: split, dtype: object",85342,80429,10,5,18,16,1,0
611,"7342    2018-1
Name: split, dtype: object",57716,47178,10,1,11,1,1,0
612,"7354    2018-1
Name: split, dtype: object",67007,78160,2,11,6,8,0,1
